Database,Table,Column,Type,Nullable,Key,Default,Extra
rol_emapar_requer26,rolesreg,PRQ,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,ANS,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,IMR,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,FRP,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,CET,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,DS1,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,clave,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_requer26,rolesreg,codactir,varchar(45),YES,,,
rol_emapar_requer26,rolesreg,DT3,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,REF,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,TRAN,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,EC1,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,OTT1,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,CAU,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,SAN,"double(18,2)",YES,,0.00,
rol_emapar_requer26,rolesreg,SUBS,"double(18,2)",YES,,0.00,
rol_emapar_requer26,salidas,numero,"double(18,0)",NO,,0,
rol_emapar_requer26,salidas,fecha,datetime,NO,,0000-00-00 00:00:00,
rol_emapar_requer26,salidas,observa,varchar(200),YES,,,
rol_emapar_requer26,salidas,usucrea,varchar(15),YES,,,
rol_emapar_requer26,salidas,feccrea,datetime,YES,,,
rol_emapar_requer26,salidas,usumodi,varchar(15),YES,,,
rol_emapar_requer26,salidas,fecmodi,datetime,YES,,,
rol_emapar_requer26,salidas,idsalida,"double(18,0)",NO,PRI,0,
rol_emapar_requer26,salidas,idemple,"double(18,0)",NO,,0,
rol_emapar_requer26,tablaimp,INTIMP,int(10),NO,PRI,,auto_increment
rol_emapar_requer26,tablaimp,IMPURENT1,"decimal(16,2)",YES,,,
rol_emapar_requer26,tablaimp,IMPURENT2,"decimal(16,2)",YES,,,
rol_emapar_requer26,tablaimp,IMPURENT3,"decimal(16,2)",YES,,,
rol_emapar_requer26,tablaimp,IMPURENT4,"decimal(16,2)",YES,,,
rol_emapar_requer26,tablas,IDTABLA,int(16),NO,PRI,,auto_increment
rol_emapar_requer26,tablas,NOMTAB,varchar(50),NO,,,
rol_emapar_requer26,tablas,ASIGNACION,varchar(30),YES,,,
rol_emapar_requer26,tablas,VALOR,"decimal(16,2)",YES,,,
rol_emapar_requer26,tablas,IDUNICA,"decimal(16,0)",YES,,,
rol_emapar_requer26,tiporol,IDTIPOROL,int(18),NO,PRI,,auto_increment
rol_emapar_requer26,tiporol,NOMTIP,varchar(30),YES,,,
rol_emapar_requer26,titcol,TITCOL1,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL2,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL3,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL4,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL5,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL6,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL7,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL8,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL13,varchar(13),YES,,,
rol_emapar_requer26,titcol,TITCOL12,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL11,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL10,varchar(12),YES,,,
rol_emapar_requer26,titcol,TITCOL9,varchar(12),YES,,,
rol_emapar_requer26,unica,IDUNICA,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_requer26,unica,IDTABLA,int(16),NO,MUL,0,
rol_emapar_requer26,unica,DESCRI,varchar(30),NO,,,
rol_emapar_requer26,unica,VALOR,"decimal(16,2)",YES,,,
rol_emapar_requer26,unica,CODUNICA,varchar(4),YES,,,
rol_emapar_requer26,usuarios,IDUSU,varchar(15),NO,PRI,,
rol_emapar_requer26,usuarios,CODUSU,varchar(32),NO,,,
rol_emapar_requer26,usuarios,NOMUSU,varchar(50),NO,,,
rol_emapar_requer26,usuarios,CLAVE1,varchar(15),YES,,,
rol_emapar_requer26,usuarios,CLAVE2,varchar(15),YES,,,
rol_emapar_requer26,usuarios,FDESDE,datetime,YES,,,
rol_emapar_requer26,usuarios,FHASTA,datetime,YES,,,
rol_emapar_requer26,usuarios,PRIUSU,varchar(254),YES,,,
rol_emapar_requer26,usuarios,toolbarframe,int(11),YES,,3,
rol_emapar_requer26,usuarios,toolbarsheet,int(11),YES,,2,
rol_emapar_requer26,usuarios,foto,varchar(255),YES,,,
rol_emapar_requer26,ventanas,idusu,varchar(15),YES,,,
rol_emapar_requer26,ventanas,numven,int(11),YES,,0,
rol_emapar_requer26,ventanas,nomven,varchar(60),YES,,,
rol_emapar_requer26,ventanas,red,int(11),YES,,0,
rol_emapar_requer26,ventanas,green,int(11),YES,,0,
rol_emapar_requer26,ventanas,blue,int(11),YES,,0,
rol_emapar_requer26,ventanas,idventana,double,NO,PRI,,auto_increment
rol_emapar_requer26,ventanas,idcolor2,"double(18,0)",YES,,25,
rol_emapar_requer26,ventanas,idcolor1,"double(18,0)",YES,,244,
rol_emapar_requer26,ventanas,tipovista,int(11),YES,,2,
rol_emapar_requer26,ventanas,propagacion,int(11),NO,,100,
rol_emapar_requer26,ventanas,escala,int(11),NO,,100,
rol_emapar_requer26,ventanas,foco,int(11),NO,,0,
rol_emapar_requer26,ventanas,angulo,int(11),NO,,0,
rol_emapar_requer26,ventanas,transpgradie,int(11),NO,,0,
rol_emapar_requer26,ventanas,transparency,int(11),NO,,0,
rol_emapar_requer26,ventanas,modo,int(11),NO,,5,
rol_emapar_trab_contra26,acceso,CODACC,varchar(8),NO,,,
rol_emapar_trab_contra26,acceso,NOMACC,varchar(70),NO,,,
rol_emapar_trab_contra26,acceso,VALACC,smallint(6),YES,,,
rol_emapar_trab_contra26,acceso,REGACC,smallint(6),NO,,0,
rol_emapar_trab_contra26,acceso,IDACC,double,NO,PRI,,auto_increment
rol_emapar_trab_contra26,cargos,IDCARGO,int(18),NO,PRI,,auto_increment
rol_emapar_trab_contra26,cargos,CODSECT,varchar(8),NO,,,
rol_emapar_trab_contra26,cargos,DESCARGO,varchar(50),YES,,,
rol_emapar_trab_contra26,cargos,NOMCARGO,varchar(50),YES,,,
rol_emapar_trab_contra26,cargos,valor,"double(18,2)",YES,,,
rol_emapar_trab_contra26,cargos,foto,varchar(30),YES,,,
rol_emapar_trab_contra26,ciu,CODCIU,varchar(10),YES,,,
rol_emapar_trab_contra26,ciu,NOMCIU,varchar(50),YES,,,
rol_emapar_trab_contra26,colores,nomcolor,varchar(25),NO,,,
rol_emapar_trab_contra26,colores,red,int(11),NO,,0,
rol_emapar_trab_contra26,colores,green,int(11),NO,,0,
rol_emapar_trab_contra26,colores,blue,int(11),NO,,0,
rol_emapar_trab_contra26,colores,numcolor,int(11),NO,,0,
rol_emapar_trab_contra26,colores,codcolor,varchar(7),NO,,,
rol_emapar_trab_contra26,colores,numero,"double(18,0)",YES,,255,
rol_emapar_trab_contra26,colores,idcolor,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_trab_contra26,columnas,IDCOLUM,int(16),NO,PRI,,auto_increment
rol_emapar_trab_contra26,columnas,IDTABLA,int(16),YES,MUL,,
rol_emapar_trab_contra26,columnas,IDGRUPO,int(16),YES,MUL,,
rol_emapar_trab_contra26,columnas,TITCOL,varchar(12),NO,,,
rol_emapar_trab_contra26,columnas,NUMCOL,"decimal(4,0)",NO,,0,
rol_emapar_trab_contra26,columnas,CODCOL,varchar(4),YES,,,
rol_emapar_trab_contra26,columnas,DESCOL,varchar(35),NO,,,
rol_emapar_trab_contra26,columnas,INGDES,int(11),NO,,0,
rol_emapar_trab_contra26,columnas,TIPCOL,int(11),NO,,0,
rol_emapar_trab_contra26,columnas,FORMUL,varchar(254),YES,,,
rol_emapar_trab_contra26,columnas,ACTIVA,tinyint(1),YES,,,
rol_emapar_trab_contra26,columnas,CODPAR,varchar(50),YES,,,
rol_emapar_trab_contra26,columnas,IMPURENT,int(11),YES,,,
rol_emapar_trab_contra26,columnas,CODCUE,varchar(25),YES,,,
rol_emapar_trab_contra26,columnas,CODCIU,varchar(10),YES,,,
rol_emapar_trab_contra26,columnas,VALOR,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,columnas,VALREG,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,columnas,ROLHASTA,"decimal(4,0)",YES,,,
rol_emapar_trab_contra26,columnas,ROLDESDE,"decimal(4,0)",YES,,,
rol_emapar_trab_contra26,columnas,ESCOGE,tinyint(1),YES,,,
rol_emapar_trab_contra26,columnas,R_COL,smallint(6),YES,,,
rol_emapar_trab_contra26,columnas,observa,varchar(200),YES,,,
rol_emapar_trab_contra26,columnas,D13,int(11),YES,,,
rol_emapar_trab_contra26,columnas,cuecxp,varchar(35),YES,,,
rol_emapar_trab_contra26,columnrol,IDTABLA,int(16),YES,MUL,,
rol_emapar_trab_contra26,columnrol,IDGRUPO,int(16),YES,MUL,,
rol_emapar_trab_contra26,columnrol,IDROL,"decimal(18,0)",NO,,0,
rol_emapar_trab_contra26,columnrol,TITCOL,varchar(12),NO,,,
rol_emapar_trab_contra26,columnrol,D13,int(11),YES,,,
rol_emapar_trab_contra26,columnrol,NUMCOL,"decimal(4,0)",NO,,0,
rol_emapar_trab_contra26,columnrol,CODCOL,varchar(4),NO,,,
rol_emapar_trab_contra26,columnrol,DESCOL,varchar(35),NO,,,
rol_emapar_trab_contra26,columnrol,INGDES,int(11),NO,,0,
rol_emapar_trab_contra26,columnrol,TIPCOL,int(11),NO,,0,
rol_emapar_trab_contra26,columnrol,FORMUL,varchar(254),YES,,,
rol_emapar_trab_contra26,columnrol,IMPURENT,int(11),YES,,,
rol_emapar_trab_contra26,columnrol,VALREG,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,columnrol,PARTID,varchar(35),YES,,,
rol_emapar_trab_contra26,columnrol,CUENTA,varchar(25),YES,,,
rol_emapar_trab_contra26,columnrol,VALOR,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,columnrol,ACTIVA,tinyint(1),YES,,,
rol_emapar_trab_contra26,columnrol,idcolumrol,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_trab_contra26,cuentas,IDCUENTA,int(16),NO,PRI,,auto_increment
rol_emapar_trab_contra26,cuentas,CODCUE,varchar(35),YES,,,
rol_emapar_trab_contra26,cuentas,NOMCUE,varchar(50),YES,,,
rol_emapar_trab_contra26,cuentas,DEBCRE,int(11),YES,,,
rol_emapar_trab_contra26,cuentas,DEBE,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,cuentas,HABER,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,cuentas,TIPOC,int(11),YES,,,
rol_emapar_trab_contra26,cuentas,b1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,cuentas,b2,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,cuentas,codciu,varchar(10),YES,,,
rol_emapar_trab_contra26,cuentas,MOVCUE,int(11),YES,,,
rol_emapar_trab_contra26,definir,EMPRESA,varchar(50),YES,,,
rol_emapar_trab_contra26,definir,licencia,varchar(11),YES,,,
rol_emapar_trab_contra26,definir,UBIREPO,varchar(100),YES,,,
rol_emapar_trab_contra26,definir,IMPURENTA,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,APOIESS,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,APOPATRONAL,"decimal(18,2)",YES,,,
rol_emapar_trab_contra26,definir,APOPERSONAL,"decimal(18,2)",YES,,,
rol_emapar_trab_contra26,definir,APOPATDEBE,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,APOPATHABER,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,CUEXPAG,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,ciurol,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,columanti,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,fechaproc,datetime,YES,,0000-00-00 00:00:00,
rol_emapar_trab_contra26,definir,CIUPROVISION,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,COMPRO,"decimal(18,0)",YES,,,
rol_emapar_trab_contra26,definir,INTEST,"decimal(18,0)",YES,,,
rol_emapar_trab_contra26,definir,IDDEFINIR,int(12),NO,PRI,,auto_increment
rol_emapar_trab_contra26,definir,INTTAB06,"decimal(14,0)",YES,,,
rol_emapar_trab_contra26,definir,INTTAB01,"decimal(14,0)",YES,,,
rol_emapar_trab_contra26,definir,INTTAB07,"decimal(16,0)",YES,,,
rol_emapar_trab_contra26,definir,CODTIPOSEGURO,char(3),YES,,,
rol_emapar_trab_contra26,definir,CODAGENCIA,char(1),YES,,,
rol_emapar_trab_contra26,definir,CODLUGAR,char(1),YES,,,
rol_emapar_trab_contra26,definir,INTPLANILLA,"decimal(16,0)",YES,,,
rol_emapar_trab_contra26,definir,INTCOL,"decimal(16,0)",YES,,,
rol_emapar_trab_contra26,definir,CODPARR,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,CI_PAGADOR,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,TELEFONO,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,NOMBRE,varchar(50),YES,,,
rol_emapar_trab_contra26,definir,NROPAT,varchar(11),YES,,,
rol_emapar_trab_contra26,definir,COD_PROVIN,char(3),YES,,,
rol_emapar_trab_contra26,definir,COD_CANTON,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,PROVINCIA,varchar(15),YES,,,
rol_emapar_trab_contra26,definir,CANTON,varchar(15),YES,,,
rol_emapar_trab_contra26,definir,PARROQUIA,varchar(15),YES,,,
rol_emapar_trab_contra26,definir,CALLE,varchar(30),YES,,,
rol_emapar_trab_contra26,definir,CI_REPLEGAL,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,CODCIU,varchar(6),YES,,,
rol_emapar_trab_contra26,definir,MULTAS,"decimal(14,2)",YES,,,
rol_emapar_trab_contra26,definir,MORA,"decimal(14,2)",YES,,,
rol_emapar_trab_contra26,definir,OBLIPATRO,"decimal(14,2)",YES,,,
rol_emapar_trab_contra26,definir,FECPAGO,datetime,YES,,,
rol_emapar_trab_contra26,definir,FECRETRO,datetime,YES,,,
rol_emapar_trab_contra26,definir,FECTRANSF,datetime,YES,,,
rol_emapar_trab_contra26,definir,CI_REPLEGA,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,REPLEGAL,varchar(28),YES,,,
rol_emapar_trab_contra26,definir,COLDES,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,COLDIAS,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,COLAPORTE,varchar(4),YES,,,
rol_emapar_trab_contra26,definir,FECHA,datetime,YES,,,
rol_emapar_trab_contra26,definir,CUEBANCO,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,CUECXP,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,CUEAPOPAT,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,REGIS,int(11),YES,,,
rol_emapar_trab_contra26,definir,UBICAC,varchar(200),YES,,,
rol_emapar_trab_contra26,definir,SISTEM,int(11),YES,,,
rol_emapar_trab_contra26,definir,APORPERSO,"decimal(6,2)",YES,,,
rol_emapar_trab_contra26,definir,DESCRIP,varchar(60),YES,,,
rol_emapar_trab_contra26,definir,FAX,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,TLF_PAGADO,varchar(10),YES,,,
rol_emapar_trab_contra26,definir,CIUDAD,varchar(20),YES,,,
rol_emapar_trab_contra26,definir,RUC,varchar(13),YES,,,
rol_emapar_trab_contra26,definir,NUMERO,varchar(6),YES,,,
rol_emapar_trab_contra26,definir,PAGADOR,varchar(30),YES,,,
rol_emapar_trab_contra26,definir,SECTOR,char(2),YES,,,
rol_emapar_trab_contra26,definir,APARTADO,varchar(6),YES,,,
rol_emapar_trab_contra26,definir,GRUPO,varchar(25),YES,,,
rol_emapar_trab_contra26,definir,ODBCCONTA,varchar(20),YES,,,
rol_emapar_trab_contra26,definir,ubisiweb,varchar(50),YES,,,
rol_emapar_trab_contra26,definir,ubispi,varchar(50),NO,,,
rol_emapar_trab_contra26,definir,nrocta,varchar(8),NO,,,
rol_emapar_trab_contra26,definir,nominsti,varchar(30),NO,,,
rol_emapar_trab_contra26,definir,ubifotos,varchar(80),YES,,,
rol_emapar_trab_contra26,definir,ciuiess,varchar(8),YES,,,
rol_emapar_trab_contra26,definir,detalle,varchar(80),YES,,,
rol_emapar_trab_contra26,definir,archspi,varchar(100),YES,,,
rol_emapar_trab_contra26,definir,c1,varchar(40),YES,,,
rol_emapar_trab_contra26,definir,codejecucion,varchar(45),YES,,,
rol_emapar_trab_contra26,definir,anchoini,"double(18,0)",NO,,800,
rol_emapar_trab_contra26,definir,anchocol,"double(18,0)",NO,,800,
rol_emapar_trab_contra26,definir,ubipdfs,varchar(80),YES,,,
rol_emapar_trab_contra26,definir,asunto,varchar(100),YES,,,
rol_emapar_trab_contra26,definir,textomail,varchar(250),YES,,,
rol_emapar_trab_contra26,departamentos,CODDEP,varchar(6),NO,,,
rol_emapar_trab_contra26,departamentos,NOMDEP,varchar(50),NO,,,
rol_emapar_trab_contra26,departamentos,IDDEPARTA,int(18),NO,PRI,,auto_increment
rol_emapar_trab_contra26,departamentos,intest,"double(18,0)",YES,,,
rol_emapar_trab_contra26,descuacum,nombre,varchar(50),NO,,,
rol_emapar_trab_contra26,descuacum,valor,"double(18,2)",NO,,0.00,
rol_emapar_trab_contra26,descuacum,idescu,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_trab_contra26,descuacum,idcolum,"double(18,0)",NO,,,
rol_emapar_trab_contra26,eliminados,fecha,datetime,NO,,0000-00-00 00:00:00,
rol_emapar_trab_contra26,eliminados,hora,varchar(10),NO,,,
rol_emapar_trab_contra26,eliminados,idusu,varchar(15),NO,,,
rol_emapar_trab_contra26,eliminados,DESCRIPCION,varchar(150),YES,,,
rol_emapar_trab_contra26,eliminados,IDELIM,"double(18,0)",NO,PRI,,auto_increment
rol_emapar_trab_contra26,estrfunc,CODIGO,varchar(20),NO,,,
rol_emapar_trab_contra26,estrfunc,NOMBRE,varchar(50),NO,,,
rol_emapar_trab_contra26,estrfunc,INTEST,double,NO,PRI,0,
rol_emapar_trab_contra26,estrfunc,funcion,varchar(3),NO,,0,
rol_emapar_trab_contra26,estrfunc,movimiento,smallint(6),NO,,0,
rol_emapar_trab_contra26,estrfunc,b1,"double(18,2)",NO,,0.00,
rol_emapar_trab_contra26,estrfunc,b2,"double(18,2)",NO,,0.00,
rol_emapar_trab_contra26,estrfunc,b3,"double(18,2)",NO,,0.00,
rol_emapar_trab_contra26,estrfunc,b4,"double(18,2)",NO,,0.00,
rol_emapar_trab_contra26,estrfunc,c1,varchar(100),YES,,,
rol_emapar_trab_contra26,estrfunc,i1,smallint(6) unsigned,NO,,0,
rol_emapar_trab_contra26,estrfunc,swprovi,tinyint(4) unsigned,YES,,,
rol_emapar_trab_contra26,estructura,nivel,smallint(6),NO,,,
rol_emapar_trab_contra26,estructura,nombre,varchar(50),NO,,,
rol_emapar_trab_contra26,estructura,longitud,smallint(6),NO,,,
rol_emapar_trab_contra26,excepciones,fecha,datetime,NO,,0000-00-00 00:00:00,
rol_emapar_trab_contra26,excepciones,idusu,varchar(15),NO,,,
rol_emapar_trab_contra26,excepciones,sqldbcode,double,NO,,0,
rol_emapar_trab_contra26,excepciones,sqlerrtext,varchar(200),YES,,,
rol_emapar_trab_contra26,excepciones,sqlsyntax,varchar(254),YES,,,
rol_emapar_trab_contra26,excepciones,IDEXCEP,double,NO,PRI,,auto_increment
rol_emapar_trab_contra26,grupodes,IDGRUPO,int(16),NO,PRI,,auto_increment
rol_emapar_trab_contra26,grupodes,NOMGRU,varchar(30),YES,,,
rol_emapar_trab_contra26,grupodes,NUMGRU,int(11),YES,,,
rol_emapar_trab_contra26,grupodes,TOTGRUP,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,ifinan,codifinan,varchar(8),NO,,,
rol_emapar_trab_contra26,ifinan,nomifinan,varchar(40),NO,,,
rol_emapar_trab_contra26,ifinan,idifinan,double,NO,PRI,0,
rol_emapar_trab_contra26,ifinan,foto,varchar(30),YES,,,
rol_emapar_trab_contra26,impurent,INTRENT,int(20),NO,PRI,,auto_increment
rol_emapar_trab_contra26,impurent,CODEMP,varchar(6),YES,,,
rol_emapar_trab_contra26,impurent,NOMEMP,varchar(40),YES,,,
rol_emapar_trab_contra26,impurent,INGRESOS,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,impurent,IR,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,CODEMP,varchar(6),NO,,,
rol_emapar_trab_contra26,nomina,NOMEMP,varchar(40),NO,,,
rol_emapar_trab_contra26,nomina,COREMP,varchar(20),YES,,,
rol_emapar_trab_contra26,nomina,PAREMP,varchar(4),YES,,,
rol_emapar_trab_contra26,nomina,CEDEMP,varchar(10),YES,,,
rol_emapar_trab_contra26,nomina,AFIEMP,varchar(13),YES,,,
rol_emapar_trab_contra26,nomina,FECING,datetime,YES,,,
rol_emapar_trab_contra26,nomina,fechaproc,datetime,YES,,0000-00-00 00:00:00,
rol_emapar_trab_contra26,nomina,CTAEMP,varchar(20),YES,,,
rol_emapar_trab_contra26,nomina,PALABRAS,varchar(100),YES,,,
rol_emapar_trab_contra26,nomina,CODCUE,varchar(25),YES,,,
rol_emapar_trab_contra26,nomina,ACTIVO,int(11),YES,,1,
rol_emapar_trab_contra26,nomina,ESTADO,int(11),YES,,1,
rol_emapar_trab_contra26,nomina,LIQUIDO,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,CHEQUE,varchar(8),YES,,,
rol_emapar_trab_contra26,nomina,VALOR,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,APOIESS,varchar(45),YES,,,
rol_emapar_trab_contra26,nomina,ACUMUL,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,IMPOSICIONES,int(11),YES,,,
rol_emapar_trab_contra26,nomina,FECNOVEDAD,datetime,YES,,,
rol_emapar_trab_contra26,nomina,DESCUENTOS,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,INGRESOS,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,b1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,INTIPO1,int(11),YES,,,
rol_emapar_trab_contra26,nomina,DIAS,smallint(6),YES,,,
rol_emapar_trab_contra26,nomina,TOTCOL,"decimal(16,2)",YES,,,
rol_emapar_trab_contra26,nomina,FECHASC,datetime,YES,,,
rol_emapar_trab_contra26,nomina,codifinan,varchar(8),YES,,,
rol_emapar_trab_contra26,nomina,tipcue,int(11),YES,,0,
rol_emapar_trab_contra26,nomina,fechanaci,datetime,YES,,,
rol_emapar_trab_contra26,nomina,foto,varchar(30),YES,,,
rol_emapar_trab_contra26,nomina,fecsalida,datetime,YES,,,
rol_emapar_trab_contra26,nomina,adicional13,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,IDEMPLE,int(18),NO,PRI,,auto_increment
rol_emapar_trab_contra26,nomina,IDDEPARTA,int(18),YES,MUL,,
rol_emapar_trab_contra26,nomina,CODART,char(2),YES,MUL,,
rol_emapar_trab_contra26,nomina,INTTIPO,int(16),YES,MUL,,
rol_emapar_trab_contra26,nomina,IDCARGO,int(18),NO,MUL,0,
rol_emapar_trab_contra26,nomina,idprof,"double(18,0)",YES,,,
rol_emapar_trab_contra26,nomina,INTEST,int(18),YES,MUL,0,
rol_emapar_trab_contra26,nomina,DECIMO13,"double(18,2)",YES,,,
rol_emapar_trab_contra26,nomina,TAB1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,TAB3,"double(18,2)",YES,,,
rol_emapar_trab_contra26,nomina,CC,"double(18,2)",YES,,,
rol_emapar_trab_contra26,nomina,accpersonal,varchar(45),YES,,,
rol_emapar_trab_contra26,nomina,reglaboral,varchar(80),YES,,,
rol_emapar_trab_contra26,nomina,email,varchar(80),YES,,,
rol_emapar_trab_contra26,nomina,b2,"double(18,2)",YES,,,
rol_emapar_trab_contra26,nomina,ACV,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,SMU,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DFR,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DAF,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,FR1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,FR2,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DD4,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DD3,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DC4,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,APR,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,PRQ,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,PRH,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,ANS,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,RTJ,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,REF,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,ATR,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,APT,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,TAP,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,FRP,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,codacti,varchar(10),YES,,,
rol_emapar_trab_contra26,nomina,DTR,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DS1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,VRS,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,RU1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,OING,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,SR1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,HEXT,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DT3,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,IMP,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,ASE,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,CET,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,K1,smallint(6) unsigned zerofill,NO,,000000,
rol_emapar_trab_contra26,nomina,C1,varchar(100),YES,,,
rol_emapar_trab_contra26,nomina,TRAN,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,CT1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,EC1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,SS1,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,SAN,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DNL,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,CAU,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DPAN,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,DCCA,"double(18,2)",YES,,0.00,
rol_emapar_trab_contra26,nomina,SUA,"double(18,2)",YES,,0.00,
