
> berry-react-material-next-ts@5.1.1 dev
> next dev -H 192.168.1.15

[baseline-browser-mapping] The data in this module is over two months old.  To ensure accurate Baseline data, please update: `npm i baseline-browser-mapping@latest -D`
   ▲ Next.js 16.0.4 (Turbopack)
   - Local:         http://192.168.1.15:3000
   - Network:       http://192.168.1.15:3000
   - Environments: .env.local, .env

 ✓ Starting...
 ✓ Ready in 2.2s
 ○ Compiling /dashboard/default ...
redux-persist failed to create sync storage. falling back to noop storage.
 GET / 200 in 56ms (compile: 6ms, render: 50ms)
 GET / 200 in 44ms (compile: 6ms, render: 39ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 48ms (compile: 7ms, render: 41ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 56ms (compile: 7ms, render: 49ms)
 GET / 200 in 43ms (compile: 6ms, render: 38ms)
 GET / 200 in 44ms (compile: 6ms, render: 39ms)
 GET / 200 in 45ms (compile: 6ms, render: 39ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 56ms (compile: 6ms, render: 50ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 42ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 59ms (compile: 7ms, render: 52ms)
 GET / 200 in 45ms (compile: 7ms, render: 38ms)
 GET / 200 in 41ms (compile: 6ms, render: 35ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 49ms (compile: 8ms, render: 41ms)
 GET / 200 in 55ms (compile: 6ms, render: 49ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 55ms (compile: 6ms, render: 49ms)
 GET / 200 in 44ms (compile: 6ms, render: 39ms)
 GET / 200 in 47ms (compile: 6ms, render: 41ms)
 GET / 200 in 46ms (compile: 7ms, render: 39ms)
 GET / 200 in 48ms (compile: 7ms, render: 42ms)
 GET / 200 in 56ms (compile: 7ms, render: 50ms)
 GET / 200 in 48ms (compile: 6ms, render: 42ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 38ms)
 GET / 200 in 56ms (compile: 7ms, render: 49ms)
 GET / 200 in 47ms (compile: 9ms, render: 38ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 45ms (compile: 7ms, render: 38ms)
 GET / 200 in 54ms (compile: 6ms, render: 48ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 50ms (compile: 7ms, render: 43ms)
 GET / 200 in 43ms (compile: 6ms, render: 38ms)
 GET / 200 in 42ms (compile: 6ms, render: 37ms)
 GET / 200 in 54ms (compile: 6ms, render: 49ms)
 GET / 200 in 45ms (compile: 6ms, render: 39ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 42ms (compile: 6ms, render: 36ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 66ms (compile: 6ms, render: 59ms)
 GET / 200 in 47ms (compile: 6ms, render: 41ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 45ms (compile: 6ms, render: 39ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 56ms (compile: 6ms, render: 50ms)
 GET / 200 in 77ms (compile: 6ms, render: 70ms)
 GET / 200 in 42ms (compile: 5ms, render: 36ms)
 GET / 200 in 45ms (compile: 6ms, render: 39ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 55ms (compile: 6ms, render: 49ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 44ms (compile: 6ms, render: 38ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 46ms (compile: 6ms, render: 40ms)
 GET / 200 in 58ms (compile: 7ms, render: 51ms)
 GET / 200 in 57ms (compile: 6ms, render: 51ms)
 GET / 200 in 44ms (compile: 7ms, render: 37ms)
 GET / 200 in 45ms (compile: 7ms, render: 38ms)
 GET / 200 in 40ms (compile: 6ms, render: 34ms)
 GET / 200 in 51ms (compile: 5ms, render: 46ms)
 GET / 200 in 41ms (compile: 6ms, render: 36ms)
 GET / 200 in 40ms (compile: 5ms, render: 35ms)
 GET / 200 in 42ms (compile: 5ms, render: 36ms)
 GET / 200 in 44ms (compile: 7ms, render: 38ms)
 GET / 200 in 54ms (compile: 6ms, render: 48ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET / 200 in 42ms (compile: 6ms, render: 36ms)
 GET / 200 in 42ms (compile: 5ms, render: 37ms)
 GET / 200 in 51ms (compile: 6ms, render: 45ms)
 GET / 200 in 41ms (compile: 6ms, render: 36ms)
 GET / 200 in 45ms (compile: 6ms, render: 39ms)
 GET / 200 in 41ms (compile: 6ms, render: 35ms)
 GET / 200 in 42ms (compile: 6ms, render: 37ms)
 GET / 200 in 55ms (compile: 6ms, render: 50ms)
 GET / 200 in 44ms (compile: 5ms, render: 39ms)
 GET / 200 in 44ms (compile: 6ms, render: 39ms)
 GET / 200 in 42ms (compile: 6ms, render: 36ms)
 GET / 200 in 44ms (compile: 7ms, render: 37ms)
 GET / 200 in 53ms (compile: 6ms, render: 47ms)
 GET / 200 in 43ms (compile: 5ms, render: 38ms)
 GET / 200 in 43ms (compile: 6ms, render: 36ms)
 GET / 200 in 45ms (compile: 7ms, render: 38ms)
 GET / 200 in 43ms (compile: 6ms, render: 37ms)
 GET /dashboard/default 200 in 154ms (compile: 8ms, render: 147ms)
 ○ Compiling /roles ...
 GET /roles 200 in 3.6s (compile: 3.6s, render: 57ms)
